nome,colore,prezzo_scontato,prezzo_originale,colori_disponibili,taglie_disponibili,categoria,gender,url
Tronchetto 6022,,"125,10","139,00",,N/A,stivaletti,F,https://www.kammi.it/scarpe-donna/stivali-stivaletti/tronchetto/tronchetto-6022-idp21357.html
Tronchetto 6022,,"125,10","139,00",,N/A,stivaletti,F,https://www.kammi.it/scarpe-donna/stivali-stivaletti/tronchetto/tronchetto-6022-idp21356.html
