# CSV-File created with merge-csv.com
# -----------------------------------------------------------

name,color,size,price_sale,price,category
Sneakers 8100,e80980,39,,95,scarpebasse
Sneakers 8100,e80980,40,,95,scarpebasse
Sneakers 8100,FFFFFF,38,,95,scarpebasse
Sneakers 8100,FFFFFF,41,,95,scarpebasse
Sneakers 8100,1f2839,38,,95,scarpebasse
Sneakers 8100,1f2839,41,,95,scarpebasse
Sneakers 8100,e80980,38,,95,scarpebasse
Sneakers 8100,e80980,41,,95,scarpebasse
Sneakers 2651 cat,FFFFFF,35,,109,scarpebasse
Sneakers 2651 cat,FFFFFF,36,,109,scarpebasse
Sneakers 2651 cat,FFFFFF,37,,109,scarpebasse
Sneakers 2651 cat,FFFFFF,38,,109,scarpebasse
Sneakers 2651 cat,FFFFFF,41,,109,scarpebasse
Sneakers 2651 cat,e4a677,35,,109,scarpebasse
Sneakers 2651 cat,e4a677,36,,109,scarpebasse
Sneakers 2651 cat,e4a677,37,,109,scarpebasse
Sneakers 2651 cat,e4a677,38,,109,scarpebasse
Sneakers 2651 cat,e4a677,41,,109,scarpebasse
Sneakers 2651 cat,786153,35,,109,scarpebasse
Sneakers 2651 cat,786153,36,,109,scarpebasse
Sneakers 2651 cat,786153,37,,109,scarpebasse
Sneakers 2651 cat,786153,38,,109,scarpebasse
Sneakers 2651 cat,786153,41,,109,scarpebasse
Sneakers 2651 cat,CD7F32,35,,109,scarpebasse
Sneakers 2651 cat,CD7F32,36,,109,scarpebasse
Sneakers 2651 cat,CD7F32,37,,109,scarpebasse
Sneakers 2651 cat,CD7F32,38,,109,scarpebasse
Sneakers 2651 cat,CD7F32,41,,109,scarpebasse
Sneakers 2651 cat,FFFFFF,39,,109,scarpebasse
Sneakers 2651 cat,FFFFFF,40,,109,scarpebasse
Sneakers 2651 cat,e4a677,39,,109,scarpebasse
Sneakers 2651 cat,e4a677,40,,109,scarpebasse
Sneakers 2651 cat,786153,39,,109,scarpebasse
Sneakers 2651 cat,786153,40,,109,scarpebasse
Sneakers 2651 cat,CD7F32,39,,109,scarpebasse
Sneakers 2651 cat,CD7F32,40,,109,scarpebasse
Sneakers 23039,0,36,,89.9,scarpebasse
Sneakers 23039,0,37,,89.9,scarpebasse
Sneakers 23039,0,38,,89.9,scarpebasse
Sneakers 23039,0,39,,89.9,scarpebasse
Sneakers 23039,0,40,,89.9,scarpebasse
Sneakers 23039,0,41,,89.9,scarpebasse
Sneakers 23039,FFFFFF,36,,89.9,scarpebasse
Sneakers 23039,FFFFFF,37,,89.9,scarpebasse
Sneakers 23039,FFFFFF,38,,89.9,scarpebasse
Sneakers 23039,FFFFFF,39,,89.9,scarpebasse
Sneakers 23039,FFFFFF,40,,89.9,scarpebasse
Sneakers 23039,FFFFFF,41,,89.9,scarpebasse
Sneakers 23039,0,35,,89.9,scarpebasse
Sneakers 23039,FFFFFF,35,,89.9,scarpebasse
Sneakers 9040,FFFFFF,35,,79.9,scarpebasse
Sneakers 9040,FFFFFF,36,,79.9,scarpebasse
Sneakers 9040,FFFFFF,37,,79.9,scarpebasse
Sneakers 9040,FFFFFF,38,,79.9,scarpebasse
Sneakers 9040,FFFFFF,39,,79.9,scarpebasse
Sneakers 9040,FFFFFF,41,,79.9,scarpebasse
Sneakers 9040,e4a677,35,,79.9,scarpebasse
Sneakers 9040,e4a677,36,,79.9,scarpebasse
Sneakers 9040,e4a677,37,,79.9,scarpebasse
Sneakers 9040,e4a677,38,,79.9,scarpebasse
Sneakers 9040,e4a677,39,,79.9,scarpebasse
Sneakers 9040,e4a677,41,,79.9,scarpebasse
Sneakers 9040,09cfda,35,,79.9,scarpebasse
Sneakers 9040,09cfda,36,,79.9,scarpebasse
Sneakers 9040,09cfda,37,,79.9,scarpebasse
Sneakers 9040,09cfda,38,,79.9,scarpebasse
Sneakers 9040,09cfda,39,,79.9,scarpebasse
Sneakers 9040,09cfda,41,,79.9,scarpebasse
Sneakers 23180,ac8e83,36,,89.9,scarpebasse
Sneakers 23180,e4a677,36,,89.9,scarpebasse
Sneakers 23180,0,36,,89.9,scarpebasse
Sneakers 23180,ac8e83,38,,89.9,scarpebasse
Sneakers 23180,e4a677,38,,89.9,scarpebasse
Sneakers 23180,0,38,,89.9,scarpebasse
Sneakers 23180,ac8e83,35,,89.9,scarpebasse
Sneakers 23180,ac8e83,37,,89.9,scarpebasse
Sneakers 23180,ac8e83,40,,89.9,scarpebasse
Sneakers 23180,ac8e83,41,,89.9,scarpebasse
Sneakers 23180,e4a677,35,,89.9,scarpebasse
Sneakers 23180,e4a677,37,,89.9,scarpebasse
Sneakers 23180,e4a677,40,,89.9,scarpebasse
Sneakers 23180,e4a677,41,,89.9,scarpebasse
Sneakers 23180,0,35,,89.9,scarpebasse
Sneakers 23180,0,37,,89.9,scarpebasse
Sneakers 23180,0,40,,89.9,scarpebasse
Sneakers 23180,0,41,,89.9,scarpebasse
Tronchetto 6022,FFFFFF,35,,125.1,stivali
Tronchetto 6022,FFFFFF,37,,125.1,stivali
Tronchetto 6022,FFFFFF,38,,125.1,stivali
Tronchetto 6022,FFFFFF,39,,125.1,stivali
Tronchetto 6022,FFFFFF,40,,125.1,stivali
Tronchetto 6022,f5d7b3,35,,125.1,stivali
Tronchetto 6022,f5d7b3,37,,125.1,stivali
Tronchetto 6022,f5d7b3,38,,125.1,stivali
Tronchetto 6022,f5d7b3,39,,125.1,stivali
Tronchetto 6022,f5d7b3,40,,125.1,stivali
Zeppa 3326,e4a677,35,,76,zeppe
Zeppa 3326,e4a677,36,,76,zeppe
Zeppa 3326,e4a677,37,,76,zeppe
Zeppa 3326,e4a677,38,,76,zeppe
Zeppa 3326,e4a677,39,,76,zeppe
Zeppa 3326,e4a677,40,,76,zeppe
Zeppa 3326,e4a677,41,,76,zeppe
Zeppa 3326,786153,35,,76,zeppe
Zeppa 3326,786153,36,,76,zeppe
Zeppa 3326,786153,37,,76,zeppe
Zeppa 3326,786153,38,,76,zeppe
Zeppa 3326,786153,39,,76,zeppe
Zeppa 3326,786153,40,,76,zeppe
Zeppa 3326,786153,41,,76,zeppe
Zeppa 102,e4a677,39,,55.92,zeppe
Zeppa 102,0,39,,55.92,zeppe
Zeppa 102,ac8e83,39,,55.92,zeppe
Zeppa L3402,0,41,,59.92,zeppe
Zeppa L3402,FFFFFF,41,,59.92,zeppe
Zeppa L3402,CD7F32,41,,59.92,zeppe
Zeppa 1610,FFFFFF,36,,63.92,zeppe
Zeppa 1610,FFFFFF,39,,63.92,zeppe
Zeppa 1610,0,36,,63.92,zeppe
Zeppa 1610,0,39,,63.92,zeppe
Zeppa 1610,eec4ab,36,,63.92,zeppe
Zeppa 1610,eec4ab,39,,63.92,zeppe
Zeppa 5700,FFFFFF,37,,63.92,zeppe
Zeppa 5700,FFFFFF,38,,63.92,zeppe
Zeppa 5700,FFFFFF,39,,63.92,zeppe
Zeppa 5700,FFFFFF,40,,63.92,zeppe
Zeppa 5700,FFFFFF,41,,63.92,zeppe
Zeppa 5700,0,37,,63.92,zeppe
Zeppa 5700,0,38,,63.92,zeppe
Zeppa 5700,0,39,,63.92,zeppe
Zeppa 5700,0,40,,63.92,zeppe
Zeppa 5700,0,41,,63.92,zeppe
Zeppa 5700,ac8e83,37,,63.92,zeppe
Zeppa 5700,ac8e83,38,,63.92,zeppe
Zeppa 5700,ac8e83,39,,63.92,zeppe
Zeppa 5700,ac8e83,40,,63.92,zeppe
Zeppa 5700,ac8e83,41,,63.92,zeppe
Zeppa 5700,FFFFFF,35,,63.92,zeppe
Zeppa 5700,FFFFFF,36,,63.92,zeppe
Zeppa 5700,0,35,,63.92,zeppe
Zeppa 5700,0,36,,63.92,zeppe
Zeppa 5700,ac8e83,35,,63.92,zeppe
Zeppa 5700,ac8e83,36,,63.92,zeppe
Zeppa 100,FFFFFF,37,,39.92,zeppe
Zeppa 100,FFFFFF,38,,39.92,zeppe
Zeppa 100,FFFFFF,39,,39.92,zeppe
Zeppa 100,FFFFFF,40,,39.92,zeppe
Zeppa 100,0,37,,39.92,zeppe
Zeppa 100,0,38,,39.92,zeppe
Zeppa 100,0,39,,39.92,zeppe
Zeppa 100,0,40,,39.92,zeppe
Zeppa 100,fc0729,37,,39.92,zeppe
Zeppa 100,fc0729,38,,39.92,zeppe
Zeppa 100,fc0729,39,,39.92,zeppe
Zeppa 100,fc0729,40,,39.92,zeppe
Zeppa 100,FFFFFF,41,,39.92,zeppe
Zeppa 100,0,41,,39.92,zeppe
Zeppa 100,fc0729,41,,39.92,zeppe
Zeppa 102,e4a677,37,,55.92,zeppe
Zeppa 102,e4a677,40,,55.92,zeppe
Zeppa 102,e4a677,41,,55.92,zeppe
Zeppa 102,0,37,,55.92,zeppe
Zeppa 102,0,40,,55.92,zeppe
Zeppa 102,0,41,,55.92,zeppe
Zeppa 102,ac8e83,37,,55.92,zeppe
Zeppa 102,ac8e83,40,,55.92,zeppe
Zeppa 102,ac8e83,41,,55.92,zeppe
Zeppa 102,e4a677,35,,55.92,zeppe
Zeppa 102,0,35,,55.92,zeppe
Zeppa 102,ac8e83,35,,55.92,zeppe
