name,color,size,price_sale,price
Tronchetto 6022,FFFFFF,35,,125.1
Tronchetto 6022,FFFFFF,37,,125.1
Tronchetto 6022,FFFFFF,38,,125.1
Tronchetto 6022,FFFFFF,39,,125.1
Tronchetto 6022,FFFFFF,40,,125.1
Tronchetto 6022,f5d7b3,35,,125.1
Tronchetto 6022,f5d7b3,37,,125.1
Tronchetto 6022,f5d7b3,38,,125.1
Tronchetto 6022,f5d7b3,39,,125.1
Tronchetto 6022,f5d7b3,40,,125.1
